SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2,district_name,per_pupil_cost,per_pupil_class_instruction,per_pupil_admin_cost,DistrictName,SchoolYear,mSGP_ELA,mSGP_Math,mSGP_ELA Grade 4,mSGP_ELA Grade 5,mSGP_ELA Grade 6,mSGP_ELA Grade 7,mSGP_ELA Grade 8,mSGP_Math Grade 4,mSGP_Math Grade 5,mSGP_Math Grade 6,mSGP_Math Grade 7,ELA_ME_District,ELA_ME_District_dis,ELA_ME_District_notdis,ELA_ME_Grade 03,ELA_ME_Grade 04,ELA_ME_Grade 05,ELA_ME_Grade 06,ELA_ME_Grade 07,ELA_ME_Grade 08,ELA_ME_Grade 09,ELA_pct_level5,MATH_ME_District,MATH_ME_District_dis,MATH_ME_District_notdis,MATH_ME_Algebra I,MATH_ME_Grade 03,MATH_ME_Grade 04,MATH_ME_Grade 05,MATH_ME_Grade 06,MATH_ME_Grade 07,MATH_ME_Grade 08,MATH_ME_Algebra II,MATH_ME_Geometry,MATH_pct_level5,MATH_pct_level5_nogr8,Student_Teacher_District,Student_Admin_District,TeacherCount_School,TeacherAvgYearsExp_School,TeacherAvgYearsExpInDistrict_School,PercentageTeacherInDistrict4YearsOrMore_School,PercentageOfOutOfFieldTeachers,PercentageTeachersWithProvisionalCredentials_School,Chronic_Abs_Count,Chronic_Abs_Pct,Students with Disabilities,Economically Disadvantaged Students,GradePK,GradeKG,Grade01,Grade02,Grade03,Grade04,Grade05,Grade06,Grade07,Grade08,Grade09,Grade10,Grade11,Grade12,TotalEnrollment,OfficialTotalEnrollment,student_teacher_ratio,student_admin_ratio,dist_colors
2023-2024,NJ,Garwood Boro,NJ-391710,3405790,400 Second Avenue,NA,NA,Garwood,07027,http://www.garwoodschools.org,Yes,PK,08,9700000US3405790,"Garwood Borough School District, NJ",0.7,2.9,27.8,18.9,10.2,25.1,14.3,96.3,39.5,70,61.7,6,2.5,4.3,48.9,16.6,27.8,19.6,2.32,3.06,1972,48.8,9.5,19.6,11.2,10.9,85.1,0.9,0.5,2.7,0,18.6,16.9,107823,128257,142829,160661,25.5,19.4,18.4,14.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,350,452,0.37693718307566687,1.9564584179559419,Garwood Boro,17342,9840,2195,Garwood Boro,2023-24,38,52,75,28,38,25,49,43,65.5,64,38,61.7,13.3,68.6,NA,NA,NA,NA,NA,NA,NA,0.128117154811715,54.8,13.8,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0668487394957983,0.0783743842364532,11:1,125:1,33,13.3,10.3,65.6,0,3,32,9.2,15.7,18.7,23,34,35,42,50,37,37,39,43,35,0,0,0,0,375,350,11,125,Other
2023-2024,NJ,Gibbsboro Elementary School District,NJ-071720,3405850,37 Kirkwood Rd.,NA,NA,Gibbsboro,08026,http://www.gibbsboroschool.org,Yes,PK,08,9500000US3405850,"Gibbsboro Borough School District, NJ",2.4,4.9,39.2,19.9,7.3,17.4,9,92.7,26.4,55.7,55.6,8.7,4.9,7.5,30.4,32.3,25,26,2.91,3.37,830,46.5,9.8,25.7,9.7,8.4,89.2,5.2,1.4,6.2,0,6.3,24.1,93103,120867,106458,133772,14.1,17.3,12.5,14.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330,406,1.7294313573847335,0.3122582399582057,Gibbsboro Boro,23364,13945,2141,Gibbsboro Elementary School District,2023-24,52.5,65,48,30,37,76,63,44,57,82,86.5,43,11.5,49.6,NA,NA,NA,NA,NA,NA,NA,0.0722368421052632,34.7,26.9,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0330263157894737,0.0319685039370079,8:1,70:1,34,10.3,9.4,73.3,2.9,8.8,24,10.1,15.1,24.7,41,22,32,30,22,27,24,29,27,25,0,0,0,0,279,280,8,70,Other
2023-2024,NJ,Gloucester Township Public Schools,NJ-071780,3406030,17 Erial Road,NA,NA,Blackwood,08012,http://www.gloucestertownshipschools.org,Yes,PK,08,9500000US3406030,"Gloucester Township School District, NJ",2.6,3.8,31.5,19.7,9.5,22.8,10.2,93.7,33,68.4,64.9,6.3,4.8,7.4,36.6,21.9,29.2,17.4,2.67,3.22,26112,42,14.9,24.3,7.2,11.6,74.3,20.8,0.9,5.5,0,5.9,21.9,95084,109235,108143,123686,14.7,14.1,11.8,11.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,338,143,2.2109592321644125,0.19595002341986967,Gloucester Twp,17025,11056,1446,Gloucester Township Public Schools,2023-24,48,46,44,50,42,52,50,37,50,45,50,42.8,14,49.1,NA,NA,NA,NA,NA,NA,NA,0.0791525423728814,34,12.8,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0353468780971259,0.0375903614457831,12:1,178:1,545,14.0,13.4,78,0.9,6.6,787,12.7,17.8,41.8,438,648,659,679,623,661,681,689,763,711,0,0,0,0,6552,6516,12,178,Other
2023-2024,NJ,Green Township School District,NJ-371800,3406090,69 Mackerley Road,NA,NA,Greendell,07839,http://www.greenhills.org,Yes,PK,08,9700000US3406090,"Green Township School District, NJ",1.2,0.9,13.9,10.4,5.3,42.2,26.1,97.8,68.3,63.2,62.1,7.1,2.3,8.1,26.7,25.2,37.8,29.4,2.97,3.31,1269,59.3,11.1,21.9,3.1,4.6,93.1,4.3,0,0.8,0,7.7,19.3,162315,190563,167159,196063,22.8,29.3,23.8,29.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,155,453,-4.1195878720571395,0.891776555555977,Green Twp,21374,13255,2427,Green Township School District,2023-24,61,51.5,47.5,57,75,67,60,35.5,40,76,68,73.9,33.3,84.3,NA,NA,NA,NA,NA,NA,NA,0.329962264150943,56.1,16.7,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109660377358491,0.106577777777778,9:1,101:1,44,12.4,10.5,75,4.5,2.2,41,10.4,22.7,4.7,10,50,27,40,39,58,54,41,41,42,0,0,0,0,402,398,9,101,Other
2023-2024,NJ,Green Brook Township Public School District,NJ-351810,3406120,132 Jefferson Avenue,NA,NA,Green Brook,08812,http://www.gbtps.org,Yes,PK,08,9700000US3406120,"Green Brook Township School District, NJ",3.3,3.3,21.1,15.8,4.2,32.5,19.7,93.4,52.3,70.5,63.4,4.8,3.8,2.5,33.6,37,23.1,26.5,2.95,3.34,2426,56.3,9.1,24.3,3.7,6.5,65.4,0,0.4,26.3,0,15.9,20.2,202321,213019,193854,225072,20.1,48.6,13.7,50.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,100,520,-3.8479345450078024,-1.6595817718154409,Green Brook Twp,23196,12880,2620,Green Brook Township Public School District,2023-24,33,46,35,20,23,50,53,49,20,41,62,52.9,15.1,60.4,NA,NA,NA,NA,NA,NA,NA,0.13834451901566,51.1,13.7,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0957494407158837,0.102658959537572,10:1,149:1,77,11.5,11.3,66.2,1.3,10.4,45,6.6,15.7,14.0,51,69,76,89,58,67,74,76,86,92,0,0,0,0,738,725,10,149,Other
2023-2024,NJ,Greenwich Township School District,NJ-111820,3406150,839 YE GREATE STREET,NA,NA,GREENWICH,08323,http://www.greenwichstowcreekpartnershipschools.org,Yes,PK,08,9500000US3406150,"Greenwich Township School District, NJ",1.2,4.8,28,24.3,7.7,17.4,16.6,94,34,55.1,54.1,8.5,0,12.6,37,22,28.3,17.7,2.52,2.87,321,53.8,14.5,16.8,5.3,9.6,96.5,3.5,0.6,0.6,0.3,6.3,15.1,95875,115749,105000,130584,14.6,18,12.5,14.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,412,501,1.5044750240637168,2.27840285996345,Greenwich Twp,24691,11333,2156,Greenwich Township School District,2023-24,50,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,NA,65.7,NA,NA,NA,NA,NA,NA,NA,NA,41.9,NA,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:1,79:1,5,23.6,22.2,100,20,0,6,8.5,16.5,46.8,5,11,10,7,7,9,8,6,8,6,0,0,0,0,77,79,16,79,Other
2023-2024,NJ,Greenwich Township School District,NJ-151830,3406180,415 Swedesboro Road,NA,NA,Gibbstown,08027,http://www.greenwich.k12.nj.us,Yes,PK,08,9700000US3406180,"Greenwich Township School District (Gloucester County), NJ",5.2,3.4,38.7,15.1,9.1,18.8,9.8,91.4,28.6,59.5,51.7,2.7,4.2,7.7,42.1,22.8,23.3,17,2.51,3,2033,39.3,11,23.5,13,13.3,87.6,6.2,0.4,2.7,0,7.6,18.7,90345,101890,104160,119747,13.6,11.4,10.3,8.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,375,284,2.5262876620068946,1.4265083150794,Greenwich Twp,22139,12120,2217,Greenwich Township School District,2023-24,56,42,57,69,67,50,27,42.5,44.5,50,36,52.3,13,61.5,NA,NA,NA,NA,NA,NA,NA,0.106547619047619,27.4,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352569169960474,0.0422748815165877,10:1,106:1,44,14.0,11.8,77.3,0,6.8,48,12.6,19.6,29.2,43,38,39,39,33,38,46,43,48,46,0,0,0,0,413,423,10,106,Other
2023-2024,NJ,Greenwich Township School District,NJ-411840,3406210,101 Wyndham Farm Boulevard,NA,NA,Stewartsville,08886,http://www.gtsd.net,Yes,PK,08,9700000US3406210,"Greenwich Township School District (Warren County), NJ",0.2,2.2,15.6,17.3,6.9,35.7,22.1,97.6,57.8,72.5,69.1,6.1,4.5,2.3,36,26.8,30.4,41.3,3.09,3.35,1768,51.3,16,23.1,4.2,5.4,80.1,8.9,0.1,13.9,0.3,4.9,26.4,168145,183630,177650,191766,28.9,40.6,25.2,38.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,146,296,-3.9382015739389153,-0.5300194231801744,Greenwich Twp,17565,11945,1272,Greenwich Township School District,2023-24,58,63,58,61,61,69,36,50,62,63,74,63,20.2,74.7,NA,NA,NA,NA,NA,NA,NA,0.198683544303797,49.7,10.7,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121284634760705,0.101533742331288,12:1,209:1,54,15.5,13.8,86.5,3.7,0,68,11.6,19.1,12.3,42,57,71,53,54,69,68,58,81,73,0,0,0,0,627,629,12,209,Other
2023-2024,NJ,Guttenberg School District,NJ-171850,3406240,301 69th Street,NA,NA,Guttenberg,07093,http://www.alkschool.org,Yes,PK,08,9700000US3406240,"Guttenberg Town School District, NJ",8.6,4.7,25,13.9,4.9,27,15.9,86.7,42.9,70.1,67,8.2,6,3.6,51.6,16.7,22.1,14.5,2.37,2.96,5310,39,24.2,21,5.5,10.4,66,7.2,0.9,8.2,0.7,35.5,20.2,76187,103910,84191,113595,6.8,19.9,4.9,16.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,376,272,2.9993105541499743,-2.055754379207278,Guttenberg Town,17925,9589,1539,Guttenberg School District,2023-24,46,39,60,49,27,40,63,47,30,33,52,35.7,NA,39.5,NA,NA,NA,NA,NA,NA,NA,0.0640625,22.4,NA,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0206666666666667,0.020735294117647102,11:1,126:1,93,11.7,9.1,73.1,11.8,8.5,136,14.2,12.6,80.6,47,105,99,96,107,119,95,112,124,102,0,0,0,0,1006,972,11,126,Other
2023-2024,NJ,Hainesport Township School District,NJ-051910,3406420,211 Broad St.,NA,NA,Hainesport,08036,http://www.hainesport.k12.nj.us,Yes,PK,08,9500000US3406420,"Hainesport Township School District, NJ",0,2.4,27.1,16.7,9.6,29.5,14.7,97.6,44.2,60.9,56.6,3.6,4.4,0,41.8,37.6,16.2,16.6,2.44,2.69,2574,38.6,4.8,45.2,7.5,3.9,78.8,10.6,0.2,8,0,8.6,18.6,123018,158450,131808,176956,18.3,28.6,16.6,23.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,291,443,-0.9009512029474916,3.0069612155263856,Hainesport Twp,19267,11362,2142,Hainesport Township School District,2023-24,37,47,50,22,36.5,42,39,70.5,47.5,28.5,52,43.5,NA,54.2,NA,NA,NA,NA,NA,NA,NA,0.0656969696969697,48.3,17.1,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0829393939393939,0.0888593155893536,10:1,106:1,54,12.6,10.3,66.7,0,16.7,85,17.1,23.0,16.4,31,55,44,63,59,46,64,47,53,68,0,0,0,0,530,532,10,106,Other
2023-2024,NJ,Haledon Public School District,NJ-311920,3406450,91 Henry Street,NA,NA,Haledon,07508,http://www.haledon.org,Yes,PK,08,9500000US3406450,"Haledon Borough School District, NJ",5.9,4.6,39.2,20.5,4.2,18.2,7.3,89.5,25.6,68.8,63.7,5.8,1.4,5.7,42.6,21.2,29.1,19.2,2.79,3.1,3271,29.5,16.8,23.2,12.4,18.1,55.7,20.2,2.3,5.5,0,27.7,21.5,98462,103589,106724,114521,14.1,11.5,12,9.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,445,379,4.032130697877422,-1.4947508955612643,Haledon Boro,19140,12144,2201,Haledon Public School District,2023-24,37,50,46,39.5,43,44,22,48,55.5,43,50,32.8,NA,36.7,NA,NA,NA,NA,NA,NA,NA,0.0411774193548387,27.4,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261477987421384,0.025224171539961,10:1,257:1,99,10.5,9.1,67.3,1,15.2,228,24.6,14.2,67.3,91,84,101,110,90,112,111,86,118,124,0,0,0,0,1027,1005,10,257,Other
2023-2024,NJ,Hamburg School District,NJ-371930,3406480,30 Linwood Ave.,NA,NA,Hamburg,07419,http://www.hamburgschool.com,Yes,PK,08,9500000US3406480,"Hamburg Borough School District, NJ",0,1.1,29.2,25.5,6.6,27.1,10.3,98.9,37.5,71.8,66.7,5.1,9.5,7.4,32.8,31.9,18.4,12.1,2.24,2.79,1478,41,10.6,21.4,11.4,15.6,85,3.4,1.3,5.5,0,17.4,17.3,78586,104881,114023,122761,10.3,19.8,9.1,14.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,360,383,1.7305210896717778,2.1193489147944518,Hamburg Boro,31626,19149,2913,Hamburg School District,2023-24,74,71.5,73,78,82.5,50,66,65.5,77,60,82,59.8,25.6,78.5,NA,NA,NA,NA,NA,NA,NA,0.24064,52.5,25.6,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019622641509434,0.019622641509434,7:1,82:1,34,16.8,12.6,67.6,2.9,0,41,19.5,30.0,28.3,38,24,25,34,21,24,25,19,20,17,0,0,0,0,247,235,7,82,Other
2023-2024,NJ,Hamilton Township School District,NJ-011940,3406510,1876 DR. DENNIS FOREMAN DR.,NA,NA,MAYS LANDING,08330,http://www.hamiltonschools.org,Yes,PK,08,9500000US3406510,"Hamilton Township School District, NJ",1.8,4.6,32.2,21.3,8.1,22.9,9.1,93.6,32,64.6,61.9,12.6,3.7,4.1,44.7,17,30.5,15.1,2.53,3.14,11329,38.8,21.9,23.5,6.9,8.9,75,20.3,1.1,7.2,0,7.7,20.7,86303,100817,105707,119842,14.8,9,10.2,7.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,401,232,3.153877067727345,0.42107711148750804,Hamilton Twp,18416,11066,1673,Hamilton Township School District,2023-24,43,50,53.5,38,34,46.5,49,60,43,39,58,31,10,36.6,NA,NA,NA,NA,NA,NA,NA,0.0622142857142857,26.9,11,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273170731707317,0.0296283059328091,11:1,181:1,257,12.6,12.5,75.4,0.4,21.8,547,21.7,21.0,54.5,380,266,251,266,270,276,294,292,314,284,0,0,0,0,2893,2859,11,181,Other
2023-2024,NJ,Hampton Township School District,NJ-371980,3406630,1 School Road,NA,NA,Newton,07860,http://www.mckeown.org,Yes,PK,06,9500000US3406630,"Hampton Township School District, NJ",1.6,3.3,29.6,15.4,6.7,25.9,17.5,95.1,43.4,58.3,54.4,4.7,8,11.6,32.7,27.6,20.1,19.7,2.44,2.88,2092,44.1,14.3,23.9,7.4,10.2,97,0.6,0.3,2.1,0,3.9,19.8,102394,118682,124871,134294,18.7,20,13.5,16.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,249,101,0.19960335816015612,2.2040476643522906,Hampton Twp,22445,13171,2595,Hampton Township School District,2023-24,42.5,50.5,56.5,41,24,NA,NA,48,49,60.5,NA,63.3,23.1,74.6,NA,NA,NA,NA,NA,NA,NA,0.116777777777778,43.5,17.9,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0766111111111111,0.0766111111111111,9:1,108:1,38,13.6,11.1,71.1,0,5.3,26,8.6,24.1,13.0,17,39,44,34,34,59,53,43,0,0,0,0,0,0,323,314,9,108,Other
2023-2024,NJ,Hanover Township School District,NJ-272000,3406690,61 Highland Avenue,NA,NA,Whippany,07981,http://www.hanovertwpschools.com,Yes,PK,08,9500000US3406690,"Hanover Township School District, NJ",3,1.5,20.7,11.1,5.5,31.2,27.1,95.5,58.2,67.9,62.8,3.3,5.5,10.1,39.3,19.9,25.1,21.8,2.46,3.16,6023,60.7,13.1,17.8,3.8,4.5,81.1,2.1,0.3,16.6,0,5.3,18.9,146063,175058,172649,209364,20.4,41,16.3,31.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,131,352,-3.2856910728105997,0.20890752353014577,Hanover Twp,23072,12986,2587,Hanover Township School District,2023-24,53,52,43,63,31,58,69,53,59,51.5,40,70.8,33.8,79.9,NA,NA,NA,NA,NA,NA,NA,0.221652173913043,60.1,32.9,66.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146233128834356,0.147604790419162,10:1,139:1,130,14.0,12.0,80.8,0.8,3.8,75,6.2,20.8,6.0,21,116,132,136,128,140,137,126,151,152,0,0,0,0,1239,1226,10,139,Other
2023-2024,NJ,Harding Township School District,NJ-272010,3406720,34 Lees Hill Road,NA,NA,New Vernon,07976,http://www.hardingtwp.org,Yes,PK,08,9700000US3406720,"Harding Township School District, NJ",0.7,4,11.6,7.3,3.7,42.3,30.5,95.3,72.7,48,36,11.6,3.9,4.4,49.9,35.1,6.6,16.4,2.54,2.92,1598,71.7,4,21.5,0.7,2,92.2,3,0,4.8,0,1.9,19.7,147344,294026,215114,351323,5.8,51.7,6.3,43.6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,108,484,-5.588728523702032,-0.4627206468968919,Harding Township,30476,16408,2751,Harding Township School District,2023-24,54,51,67,44,50.5,42,52,57,45,44,48,83,55.6,89.7,NA,NA,NA,NA,NA,NA,NA,0.360437158469945,74.3,47.2,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150277777777778,0.173397435897436,7:1,75:1,43,11.2,10.2,72.1,4.7,4.7,20,6.9,16.1,3.3,11,33,35,35,30,40,25,35,25,28,0,0,0,0,299,298,7,75,Other
2023-2024,NJ,Hardyston Township School District,NJ-372030,3406780,183 Wheatsworth Road,NA,NA,Hamburg,07419,http://www.htps.org,Yes,PK,08,9500000US3406780,"Hardyston Township School District, NJ",1.2,6.3,28.9,22.8,7.6,20.6,12.6,92.5,33.2,66.5,61.3,6.4,5.2,6,48.9,19.7,20.1,17.7,2.35,2.75,3865,38.8,18.3,22.5,11.3,9.1,91.1,8.8,1.6,2.9,0,3.9,18.1,115579,125737,136196,145011,17.5,23.8,15.7,19.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,311,276,1.5890598965114762,1.7709343475270267,Hardyston Twp,21918,12326,2352,Hardyston Township School District,2023-24,42.5,50,81,23,40,41,41,61,39,62.5,46,61.9,36.4,70.1,NA,NA,NA,NA,NA,NA,NA,0.193563535911602,45.2,26.1,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0630110497237569,0.0678618421052632,11:1,123:1,57,11.2,10.4,68.4,0,14,67,12.1,23.8,16.0,57,64,57,66,48,65,68,56,73,59,0,0,0,0,613,577,11,123,Other
2023-2024,NJ,Harmony Township School District,NJ-412040,3406810,2551 BELVIDERE ROAD,NA,NA,PHILLIPSBURG,08865,http://www.htesd.org,Yes,PK,08,9700000US3406810,"Harmony Township School District, NJ",3.4,1.4,42.7,16.9,11.7,17.7,6.3,95.3,24,62.8,59.4,4.8,3.8,3.6,50.4,16.3,25.9,26.9,2.69,3.05,1022,31.5,12.9,21.4,19.2,15,93.3,0.2,0,6.8,0,0,18.2,91384,108560,112969,119405,19.9,11.6,16.3,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,446,431,2.3618313706643894,2.0534617317789032,Harmony Twp,27653,17022,2803,Harmony Township School District,2023-24,41,45.5,65,44,36.5,41,41,31.5,48,43,52,32.5,NA,40.6,NA,NA,NA,NA,NA,NA,NA,0.0313008130081301,41.5,14.8,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0339024390243902,0.0408823529411765,7:1,185:1,28,12.9,8.9,71.4,3.6,0,23,13.8,20.0,16.2,19,11,18,14,14,18,22,30,19,20,0,0,0,0,185,184,7,185,Other
2023-2024,NJ,Harrington Park School District,NJ-032050,3406840,191 Harriot Avenue,NA,NA,Harrington Park,07640,http://www.hpsd.org,Yes,PK,08,9500000US3406840,"Harrington Park Borough School District, NJ",0.3,1.5,10.6,12.8,4.8,46.3,23.7,98.2,70,63.5,54.2,2.6,14.8,3.2,42,22.3,17.7,29.9,2.78,3.06,1819,63.9,4.8,25.8,3,2.5,77.5,0.9,0.6,22.5,0.6,4.2,24.6,183138,246676,195250,281407,18,49.4,15.9,42.5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,35,40,-6.088234923661267,-0.5797513146915065,Harrington Park Boro,21185,12983,2283,Harrington Park School District,2023-24,47,56,67.5,35,34,52,54,57,60,35.5,58,71.1,34.5,76.7,NA,NA,NA,NA,NA,NA,NA,0.251428571428571,73.5,40,78.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218502415458937,0.218528528528529,11:1,125:1,56,14.9,12.6,80.4,0,7.1,39,6.2,10.8,0.0,16,55,64,76,65,63,73,69,66,80,0,0,0,0,627,628,11,125,Other
2023-2024,NJ,Harrison Township School District,NJ-152070,3406900,120 N. Main Street,NA,NA,Mullica Hill,08062,http://www.harrisontwp.k12.nj.us,Yes,PK,06,9500000US3406900,"Harrison Township School District, NJ",1.9,2.7,19.8,10.8,5.8,33.1,25.7,95.4,58.9,68.8,65.3,4.2,6.8,7.5,40.1,20.2,25.4,41.1,3.24,3.64,4364,61.5,7.2,16.5,8.3,6.4,88.9,4.1,1.1,5.6,0.4,4.2,27.2,173375,190052,191620,206151,19.9,43.7,16.3,39.1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,80,185,-4.125850585065537,-2.218923706995838,Harrison Twp,14716,9405,1693,Harrison Township School District,2023-24,66,63,58,66,75,NA,NA,55,68,62,NA,66.5,33.9,72.3,NA,NA,NA,NA,NA,NA,NA,0.186286089238845,65.2,35.7,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163617300131062,0.163617300131062,13:1,153:1,107,15.3,13.0,76.6,0,9.3,64,4.8,15.0,10.1,62,180,188,178,185,198,189,200,0,0,0,0,0,0,1380,1366,13,153,Other
2023-2024,NJ,Haworth Public School District,NJ-032090,3406960,205 Valley Road,NA,NA,Haworth,07641,http://www.haworth.org,Yes,PK,08,9500000US3406960,"Haworth Borough School District, NJ",1.1,1.9,11.6,12,3.8,33.6,36,97,69.6,65.9,56.8,3.4,7.3,2.8,48.4,24.8,16.7,35.2,3.12,3.31,1184,64.2,11.1,19.9,1.4,3.3,83.5,3.2,0.7,20.4,0,8.1,30.2,215972,252024,227661,264261,18,57.4,16.5,54.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,23,376,-6.651761880356659,-2.742526101557886,Haworth Boro,22882,13922,2471,Haworth Public School District,2023-24,51,57,48.5,48.5,67,77,35,44.5,43,59,78.5,84.2,50.9,91.7,NA,NA,NA,NA,NA,NA,NA,0.368412162162162,77.5,48.2,84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209863481228669,0.235020080321285,9:1,114:1,48,12.3,9.5,58.3,2.1,0,19,4.2,17.0,0.0,8,49,50,50,67,45,46,57,35,47,0,0,0,0,454,454,9,114,Other
2023-2024,NJ,High Bridge Borough School District,NJ-192140,3407110,40 Fairview Ave,NA,NA,HIGH BRIDGE,08829,http://www.hbschools.org,Yes,PK,08,9500000US3407110,"High Bridge Borough School District, NJ",2.4,2.1,26.2,12.3,9.9,29.3,17.9,95.5,47.1,66.3,63.2,6,4.6,3.4,30.9,27.7,33.5,27.2,2.48,2.98,1466,46.7,16.6,19.3,8.3,9.1,83,6.2,0.9,9.2,0,6,21.6,106111,119946,122431,135035,16.8,18.5,14,14.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,241,148,-0.013848365679175884,1.2182383822447735,High Bridge Boro,29137,16143,2107,High Bridge Borough School District,2023-24,53,53,51.5,27.5,52.5,58,60.5,61.5,24,54.5,72,51.8,16.4,65.5,NA,NA,NA,NA,NA,NA,NA,0.0951832460732984,46.7,20,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0745026178010471,0.0715286624203822,8:1,88:1,45,13.1,11.4,64.4,2.2,4.4,25,8.4,23.6,13.1,54,43,24,31,34,27,32,34,39,33,0,0,0,0,351,351,8,88,Other
