SCHOOL_YEAR,ST,LEA_NAME,ST_LEAID,LEAID,LSTREET1,LSTREET2,LSTREET3,LCITY,LZIP,WEBSITE,G_PK_OFFERED,GSLO,GSHI,GeoId,Geography,Edu_Less_9th,Edu_9th_12th_No_Diploma,Edu_HS_Grad,Edu_Some_College,Edu_Assoc_Degree,Edu_Bach_Degree,Edu_Grad_Prof_Degree,Edu_HS_or_Higher,Edu_Bach_or_Higher,Emp_Labor_Force,Emp_Fem_Labor_Force,Emp_Unemp_Rate,Enroll_Nursery,Enroll_Kindergarten,Enroll_Elem,Enroll_HS,Enroll_College,HH_Married_Children,HH_Avg_Size,Fam_Avg_Size,Housing_Units,Occ_Mgmt_Bus_Sci_Arts,Occ_Service,Occ_Sales_Office,Occ_Nat_Res_Const_Maint,Occ_Prod_Trans_Mat_Mov,Race_White,Race_Black,Race_Amer_Indian_Alaska,Race_Asian,Race_Hawaiian_Pacific,Race_Other,Pop_Under_18,HH_Med_Income,HH_Mean_Income,Fam_Med_Income,Fam_Mean_Income,Fam_Income_150k_199k,Fam_Income_200k_plus,HH_Income_150k_199k,HH_Income_200k_plus,km_euclid,km_maha,km_pc_scaled,km_pc_unscaled,hc_euclid_ward,hc_euclid_mcquitty,hc_pc_dist_scaled_ward,hc_pc_dist_scaled_mcquitty,hc_pc_dist_unscaled_ward,hc_pc_dist_unscaled_mcquitty,euclid_score,mah_score,PC1,PC2
2023-2024,NJ,Ringwood School District,NJ-314400,3413860,121 Carletondale Road,NA,NA,Ringwood,07456,http://www.njrps.org,No,KG,08,9500000US3413860,"Ringwood Borough School District, NJ",1.1,1.6,26.7,16.7,5.4,32.5,16,97.3,48.5,70.7,67.3,4.9,7.3,2.5,38.2,21.5,30.5,25,2.72,3.1,4375,47,11.6,24.2,9,8.2,93.6,3,2.4,3.6,0.6,5.9,19.6,141800,170445,162192,182826,17.1,36.9,14.8,32.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,138,46,-1.5947232522851624,0.7545075407619812
2023-2024,NJ,River Edge School District,NJ-034410,3413890,410 Bogert Road,NA,NA,River Edge,07661,http://www.riveredgeschools.org,Yes,PK,06,9500000US3413890,"River Edge Borough School District, NJ",1.1,1,7.6,12.8,5.4,44.9,27.1,97.9,72,69.1,65.9,3.7,6.7,6.9,42.2,20,24.2,32.1,2.75,3.18,4468,66.1,6.2,22.1,3,2.7,64.5,5.9,0.1,32.7,0,3.1,22.2,150073,197064,188542,228568,15.9,45.6,12.6,37.4,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,67,59,-5.280659517295583,-1.2303935220824
2023-2024,NJ,River Vale Public School District,NJ-034430,3413950,609 Westwood Avenue,NA,NA,River Vale,07675,http://www.rivervaleschools.com,Yes,PK,08,9500000US3413950,"River Vale Township School District, NJ",2.9,0.7,13.4,15,4.4,35.1,28.5,96.4,63.7,61.9,58,4.4,6.4,6.8,39.7,20.2,26.9,33.1,2.86,3.27,3516,65,8.7,15.5,4.1,6.7,84.4,3.4,0.4,14.7,0,7.9,24.2,182708,222696,211321,254302,13.3,55.7,11.6,46.3,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,49,199,-5.0085211785804,-1.6389258577472074
2023-2024,NJ,Riverdale School District,NJ-274440,3413980,52 Newark Pompton Tpk.,NA,NA,Riverdale,07457,http://www.rpsnj.org,Yes,PK,08,9700000US3413980,"Riverdale Borough School District, NJ",1.1,1.8,29,18.1,5.9,26.2,17.9,97.1,44.1,66.7,67.2,2.4,14,7.9,27.4,24.4,26.2,22,2.14,3.05,1954,50.4,8.9,27.4,3,10.4,93.7,1.6,1.7,4.9,0,7.2,18.6,103214,120912,145625,156279,14.8,27.3,10.2,17.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,201,266,-0.50284815936781,1.9958710510593047
2023-2024,NJ,Riverton School District,NJ-054460,3414040,600 Fifth Street,Riverton School,NA,Riverton,08077,http://www.riverton.k12.nj.us,Yes,PK,08,9700000US3414040,"Riverton Borough School District, NJ",0.5,2,23.3,18.5,7,29.8,18.9,97.6,48.7,73,69.4,4,3.7,3.6,53.3,13,26.4,26.8,2.58,2.98,1087,57.2,10.5,22.8,2.3,7.3,89,7,0,2.2,0,5.7,22.2,122069,144689,132593,158088,8,28.4,9.1,23.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,139,171,-1.2260573100537195,0.2687123242242575
2023-2024,NJ,Rochelle Park School District,NJ-034470,3414070,300 Rochelle Ave,NA,NA,Rochelle Park,07662,http://www.rochellepark.org,Yes,PK,08,9700000US3414070,"Rochelle Park Township School District, NJ",4.7,4.5,26.3,12.3,7.8,33.9,10.5,90.9,44.4,65.8,70,3.9,6.4,5.9,27.3,24,36.4,16.3,2.36,3.16,2446,51.1,5.4,26.9,7.1,9.4,76.2,6.1,0.2,13.7,0.2,12,14.6,110944,136399,148942,170877,18.3,31.3,12.4,22.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,239,237,-0.34103017159893534,1.1972006217702131
2023-2024,NJ,Rockaway Borough School District,NJ-274480,3414100,103 East Main Street,NA,NA,Rockaway,07866,http://www.rockboro.org,Yes,PK,08,9500000US3414100,"Rockaway Borough School District, NJ",4,3.3,18.9,24.7,6.5,32,10.6,92.6,42.6,75.4,68.8,9.1,6.2,7.8,33.5,16.7,35.8,23.1,2.49,3.2,2674,48.1,19.2,20.1,4.5,8,87.8,1.7,0,9.4,0,11.2,19.2,93750,126361,115242,158473,19.3,23.3,12,19.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,280,331,0.6194355458778577,0.7286943214715885
2023-2024,NJ,Rockaway Township School District,NJ-274490,3414130,16 School Road,NA,NA,Hibernia,07842,http://www.rocktwp.net,Yes,PK,08,9500000US3414130,"Rockaway Township School District, NJ",1.5,1.6,19.2,15.2,7.9,32.9,21.5,96.8,54.4,69.2,62.8,4.6,7.7,3.1,41.2,23.9,24.1,26.7,2.79,3.36,9906,57.1,9.8,17.8,7,8.3,87.7,3.7,1,6.8,0,7.6,21.5,137260,169457,157284,198659,21.2,35.2,17,27.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,119,128,-2.5335150683138195,-0.08992851875998041
2023-2024,NJ,Roseland School District,NJ-134530,3414250,100 Passaic Avenue,NA,NA,Roseland,07068,http://www.roselandnjboe.org,Yes,PK,06,9500000US3414250,"Roseland Borough School District, NJ",1.7,1,17.9,11.8,5.1,33.5,29.1,97.3,62.6,66.7,60,5.4,12.1,0,71.2,4.5,12.1,24.8,2.54,2.9,2466,67.4,9.5,10.9,5.8,6.3,86.1,1.6,0,16.8,0.9,4.3,20.5,135451,176266,152000,193849,10.7,40.1,10.9,34,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,168,498,-3.355872130196599,-1.1126035061466717
2023-2024,NJ,Rumson Borough School District,NJ-254570,3414370,60 Forrest Avenue,NA,NA,Rumson,07760,http://www.rumsonschool.org,Yes,PK,08,9500000US3414370,"Rumson Borough School District, NJ",0.2,0.6,7,10.1,4.5,43.6,34,99.2,77.6,62.1,50.2,5.2,4.8,5.4,41.2,32,16.6,38.4,3.16,3.49,2478,63.7,11.3,19.1,1.2,4.7,97.9,0.3,0.2,2.4,0.2,1.3,28.3,275000,424834,275000,489500,9.9,68.5,9.8,59.4,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19,338,-9.209719775266356,-2.7658712683802498
2023-2024,NJ,Runnemede Public School District,NJ-074590,3414430,24 N. Black Horse Pike - 2nd Floor,NA,NA,Runnemede,08078,http://www.runnemedeschools.org,Yes,PK,08,9500000US3414430,"Runnemede Borough School District, NJ",2.2,3.8,38.8,23.9,7.3,18.1,5.9,94,24,68.4,67,7.7,5.5,7,34.3,18.9,34.2,16,2.62,3.28,3448,36.5,15.8,25.5,9,13.2,86.2,8.7,0.7,3.2,0.2,6.9,22.2,85700,94620,104219,106005,7.7,7.1,8.1,5.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,393,210,3.554685557425851,0.7927089940102889
2023-2024,NJ,Sandyston-Walpack Consolidated School District,NJ-374650,3414610,100 Route 560,NA,NA,Layton,07851,http://www.sandystonwalpack.org,No,KG,06,9500000US3414610,"Sandyston-Walpack Township School District, NJ",1.1,2.5,30.5,18.3,9.8,30.5,7.3,96.4,37.8,64.9,55.8,4.7,0,1.6,55,30.5,12.8,24.5,2.46,2.98,912,42.5,15.3,20.5,12.2,9.5,100,0,0.5,1,0.6,3.6,22.1,101887,133914,120000,159343,24.1,11.5,18.7,8.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,349,245,0.43848122411276125,2.1049495783006864
2023-2024,NJ,Sea Girt Borough School District,NJ-254690,3414730,451 Bell Place,NA,NA,Sea Girt,08750,http://www.seagirt.k12.nj.us,Yes,PK,08,9700000US3414730,"Sea Girt Borough School District, NJ",0.1,0.2,7.1,6,7.4,44,35.2,99.7,79.2,50,45,4.5,11.4,4.3,38,14.3,32,18.2,2.48,2.86,1195,49.6,12.1,21.5,1.7,15.1,99.9,0,0.1,0,0,1.3,16,218438,342876,275000,384261,11.7,58.3,14.2,51.3,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,84,446,-6.757414577926485,1.2627123923473391
2023-2024,NJ,Seaside Heights School District,NJ-294710,3414790,1200 BAY BLVD,NA,NA,SEASIDE HEIGHTS,08751,http://www.sshschool.org/,Yes,PK,06,9500000US3414790,"Seaside Heights Borough School District, NJ",1,18.7,33.9,10.6,2.3,22,11.6,80.4,33.6,46.3,47.2,5.7,20.1,0,30.4,18.6,30.9,5.9,1.93,2.73,2776,34.2,33.8,14.2,3.8,13.9,90.5,0,0,1.4,0,8.5,16.9,51364,72780,NA,92890,2,22.7,0.9,10.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,516,NA,NA,NA
2023-2024,NJ,Shamong Township School District,NJ-054740,3414880,295 Indian Mills Road,NA,NA,Shamong,08088,http://www.shamongschools.org,Yes,PK,08,9500000US3414880,"Shamong Township School District, NJ",0.8,4.1,28.9,13.3,11.2,30,11.7,95.1,41.6,63.9,60.9,3.6,4,6.7,56.1,17.8,15.5,26.8,2.89,3.24,2231,45.4,13.1,26,6.7,8.8,94.8,3,0.9,0.7,3.6,1.7,22.8,118930,152239,125682,166964,15.2,23.4,14.8,19.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,504,544,-0.14245177589237856,0.25441457203580825
2023-2024,NJ,Shrewsbury Borough School District,NJ-254770,3414970,20 Obre Place,NA,NA,Shrewsbury,07702,http://www.sbs.k12.nj.us/sbs,Yes,PK,08,9500000US3414970,"Shrewsbury Borough School District, NJ",0.4,2.4,15.5,10.5,5.7,37.2,28.2,97.2,65.5,58.7,49.8,4,9.3,2.8,38.2,30.9,18.8,30.5,2.87,3.28,1399,64.6,13.4,16.9,2.3,2.9,93.2,2.3,1,6.1,0,2.1,28.5,158065,202192,182222,234311,12,48.3,10.4,40.1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,37,137,-4.682343481706156,-1.1035658749165613
2023-2024,NJ,Somerdale School District,NJ-074790,3415000,301 Grace Street,NA,NA,Somerdale,08083,http://www.somerdale-park.org,Yes,PK,08,9500000US3415000,"Somerdale Borough School District, NJ",1.2,5,32.3,32.4,4.2,14.6,10.3,93.8,24.9,69.1,67.3,8.5,11.9,0,48.9,20.2,19,15,2.43,3.13,2320,32.9,17.9,26.6,9.5,13.1,64.1,32.1,0.3,5.1,1.6,3.2,21.9,83778,99497,98667,115749,9,13.2,7.6,9.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,472,435,3.902134406477528,-0.06473823516265406
2023-2024,NJ,Somers Point School District,NJ-014800,3415030,121 W. New York Avenue,NA,NA,Somers Point,08244,http://www.sptsd.org,Yes,PK,08,9500000US3415030,"Somers Point City School District, NJ",3.3,8,32.7,19.7,8.8,15.8,11.8,88.7,27.6,67.5,61.8,9.2,13.1,2,40.5,18.1,26.3,14.3,2.25,3,5700,36,28.3,22,4.2,9.5,83.4,10.7,0.3,4.2,0,9.4,20,68262,89025,86642,104086,10.1,7.9,7.5,6.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,418,180,4.081059584194282,0.6697645765505738
2023-2024,NJ,South Bound Brook Public School District,NJ-354850,3415180,122 Elizabeth Street,NA,NA,South Bound Brook,08880,http://www.southboundbrookk8.org,Yes,PK,08,9700000US3415180,"South Bound Brook Borough School District, NJ",5.4,3.1,28.7,23.5,12.2,19.7,7.5,91.5,27.2,76.1,69.2,7.3,2.4,3.2,51.2,24.4,18.8,17.3,2.47,3.09,1990,31.7,10.5,26.6,11.9,19.3,66.2,16.3,1.3,5.2,0,28.3,20.2,92625,99347,106122,110699,15.8,5.2,15.7,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,468,475,3.816408325273874,-0.05783920654569641
2023-2024,NJ,South Hackensack School District,NJ-034870,3415240,1 Dyer Avenue,Memorial School,NA,South Hackensack,07606,http://www.shmemorial.org,Yes,PK,08,9700000US3415240,"South Hackensack Township School District, NJ",5.8,7.1,37,14.9,6.8,21.5,6.8,87,28.4,68.2,62.7,3.6,2,4.6,45,24.5,23.9,16.1,3.07,3.27,975,31.1,21.1,24,10.4,13.4,73.9,6.7,0,4.2,0.8,33.5,20.9,87813,119333,90294,123333,8,14.8,9.5,12.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,399,440,3.5990032912943426,-1.7619067776712962
2023-2024,NJ,South Harrison Township School District,NJ-154880,3415270,904 Mullica Hill Road,NA,NA,Harrisonville,08039,http://www.southharrison.k12.nj.us,Yes,PK,06,9500000US3415270,"South Harrison Township School District, NJ",3.2,3.3,24.3,14,7.4,30.6,17.2,93.5,47.8,57.1,52.7,4.2,7.7,1.8,44,35.4,11.1,31.5,2.99,3.22,1152,49.8,10.9,24.4,9.8,5.1,97.3,2.1,0.1,2.3,0,2.7,25.3,126667,164903,145789,177190,19,26.9,16.3,24.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,126,47,-1.7696850297157836,0.08505137375803941
2023-2024,NJ,Southampton Township School District,NJ-054930,3415420,Betty L. Wright Administration Building,177 Main Street,NA,Southampton,08088,http://www.southampton.k12.nj.us,Yes,PK,08,9500000US3415420,"Southampton Township School District, NJ",1.4,5.5,33.8,20.9,6.2,21.7,10.5,93.1,32.1,53.2,47.1,6.5,4.5,9.1,36.5,20.9,29,15.3,2.32,2.89,4743,39.5,15,21.1,12,12.3,95,2.3,0.9,1,0,4.7,15.2,82786,114456,113964,140008,17.8,21.7,13.3,15.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,390,223,2.0721923135415636,2.7323418413937635
2023-2024,NJ,Spring Lake Borough,NJ-254980,3415570,411 Tuttle Avenue,NA,NA,Spring Lake,07762,http://www.hwmountz.k12.nj.us,Yes,PK,08,9700000US3415570,"Spring Lake Borough School District, NJ",0.5,0,6.9,5.5,2.6,39.7,44.8,99.5,84.5,43,38.8,2.6,5.4,0,45.4,34.1,15.2,14,2.19,2.61,2007,77.7,4.4,12.3,2.6,3,95.1,1.8,0,4,0,2.9,12.4,157250,246096,219286,282969,9.5,51.5,7.6,43.1,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,171,474,-6.758939528349864,1.596491360062738
2023-2024,NJ,Spring Lake Heights School District,NJ-254990,3415600,1110 Highway 71,NA,NA,Spring Lake Heights,07762,http://www.slheights.org,Yes,PK,08,9700000US3415600,"Spring Lake Heights Borough School District, NJ",2.1,0.8,15.7,15.5,8.3,37,20.6,97.2,57.6,68,67.5,6.3,2.7,8.3,51.8,14.5,22.8,9.9,2.01,3.03,2661,43.3,18.9,29.3,2.4,6.1,98.2,0,0,2.6,0,4.9,15.7,104143,134590,154625,199083,12.9,39,12.5,18.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,213,506,-1.0740970109444503,2.311588474428033
2023-2024,NJ,Springfield Township School District,NJ-055010,3415660,2146 Jacksonville-Jobstown Rd,NA,NA,Jobstown,08041,http://www.springfieldschool.org,Yes,PK,06,9500000US3415660,"Springfield Township School District, NJ",0.7,3.4,24,16.3,14.3,24.4,16.9,95.9,41.3,71,61,2.6,7.7,3.2,52.7,15.8,20.6,25.5,2.67,3.01,1284,50.5,15.4,15.6,12.8,5.8,95.8,1.4,0.3,2.5,0,3.8,19.5,138269,166957,139904,176107,16.8,31.2,19.4,27.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,233,447,-0.9660466045641524,1.4456204045169163
2023-2024,NJ,Stafford Township School District,NJ-295020,3415690,250 North Main Street,NA,NA,Manahawkin,08050,http://www.staffordschools.org,Yes,PK,06,9500000US3415690,"Stafford Township School District, NJ",2.1,3.4,31.9,18.8,7,24.3,12.5,94.6,36.8,65.9,64,5,4.5,6.7,34.3,24.5,30,17.7,2.49,2.98,14707,42.7,15.8,24.3,9.1,8.2,96.7,0.9,0.3,1.4,0.2,5.1,17.5,102500,123125,118218,135588,19.6,16.1,14.7,15.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,296,125,0.99314197419887,2.2948345647987094
2023-2024,NJ,Stanhope School District,NJ-375030,3415720,24 Valley Road,NA,NA,Stanhope,07874,http://www.stanhopeschools.org,Yes,PK,08,9500000US3415720,"Stanhope Borough School District, NJ",2.6,3.5,28.2,13.9,11.1,31.1,9.5,93.9,40.7,79.3,78.4,3.2,4.9,4.9,40,26.7,23.6,22.4,2.78,3.15,1266,42.1,21.6,23.8,8.4,4.1,96.1,3.2,0,3.1,0,7.4,25,125938,127157,130329,136650,22.4,13.7,18.6,13.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,265,294,0.13164847630372317,1.0075893257984907
2023-2024,NJ,Stillwater Township School District,NJ-375040,3415750,904 Stillwater Road,NA,NA,Stillwater,07875,http://www.stillwaterschool.net,Yes,PK,06,9500000US3415750,"Stillwater Township School District, NJ",0.9,3.2,36,22.2,9.5,17.2,11.1,95.9,28.2,65.7,62.8,8.9,12.8,4.6,30.1,18,34.5,10.7,2.53,2.79,1904,38,11.3,18.1,20.3,12.4,98.6,0,0.4,0,0,3.5,14.3,116582,122773,123988,126268,24.2,17.6,23,16.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,479,514,1.891654970796322,3.9018355331348165
2023-2024,NJ,Stow Creek Township School District,NJ-115070,3415840,11 GUM TREE CORNER ROAD,NA,NA,BRIDGETON,08302,http://www.greenwichstowcreekpartnershipschools.org,Yes,PK,08,9500000US3415840,"Stow Creek Township School District, NJ",1.7,7.4,37.8,13.9,9.3,18.1,12,90.9,30.1,62,58.6,4.8,4.1,5.5,61.6,24.2,4.6,23.3,2.71,3.22,540,47.2,11.9,13.8,13.5,13.5,86.9,6.2,1.4,0,0,8.5,23.8,99821,153967,138375,146488,19.8,23,15.9,18.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,334,454,1.1935393067509825,-0.7279002930954309
2023-2024,NJ,Stratford School District,NJ-075080,3415870,111 Warwick Road,NA,NA,Stratford,08084,http://www.stratford.k12.nj.us,Yes,PK,08,9500000US3415870,"Stratford Borough School District, NJ",3.7,4.1,33,14,8,26.5,10.6,92.2,37.1,68.1,62.3,5.2,3.3,5.9,45.1,18.8,27,17.6,2.63,3.13,2644,39.3,15.4,25.6,8.8,10.8,81.7,7.7,0.9,2.9,0,13.1,21.5,89200,116325,115170,139898,15.2,13.7,12.2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276,76,1.8128666656577423,0.34924259483480297
2023-2024,NJ,Sussex-Wantage Regional School District,NJ-375100,3415960,27 Bank Street,NA,NA,Sussex,07461,http://www.swregional.org,Yes,PK,08,9500000US3415960,"Sussex-Wantage Regional School District, NJ",1.1,6,33.2,22.5,7.4,20.2,9.7,93,29.9,67.1,66.2,5.4,6.4,3.6,42,22.4,25.5,16.8,2.58,3.13,5247,33.4,16.6,22.8,12.4,14.8,96.6,2,0.9,1.7,0,5.7,19.3,93718,115867,111464,133141,13.9,17.7,10.7,13.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,332,92,2.5191771040687967,1.2368276821649935
2023-2024,NJ,Swedesboro-Woolwich School District,NJ-155120,3415990,15 FREDRICK BLVD,NA,NA,WOOLWICH TWP,08085,http://WWW.SWEDESBORO-WOOLWICH.COM,Yes,PK,06,9500000US3415990,"Swedesboro-Woolwich School District, NJ",4.9,2.3,20.6,14.3,10.3,27.7,19.9,92.8,47.6,71.7,64,2.4,3.6,5.7,44.5,27.8,18.4,33.3,3.1,3.39,5198,52.1,12.6,19.6,5.9,9.9,77.5,16.1,0.5,4.9,0,3.8,28.7,136561,163079,151818,175301,18.4,32.6,17.3,29.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,137,221,-1.726267746532283,-1.7404014962608183
2023-2024,NJ,Tabernacle Township School District,NJ-055130,3416020,132 New Road,NA,NA,Tabernacle,08088,http://www.tabschools.org,Yes,PK,08,9500000US3416020,"Tabernacle Township School District, NJ",0,4.6,28,20.3,5.7,24.6,16.8,95.4,41.5,59.9,59.4,2.1,14.4,8.6,30.6,22.3,24,18,2.56,2.99,2766,53.5,13.6,24,3.9,5,97.7,1.8,0,1.3,0,1.5,16.7,104946,125528,121032,147034,12.7,24,9.7,19.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,203,326,-0.19758208867045168,2.219721505018908
2023-2024,NJ,Tewksbury Township School District,NJ-195180,3416170,173 Old Turnpike Road,NA,NA,Califon,07830,http://www.tewksburyschools.org,Yes,PK,08,9500000US3416170,"Tewksbury Township School District, NJ",1.1,0,14.3,12.6,6.8,29.2,35.9,98.9,65.1,60,57.2,3,2.7,2.7,47.6,20.2,26.9,17.5,2.56,2.84,2446,63.3,11.4,20.1,5,0.3,89.6,5,0.3,3.7,0.4,3.3,17.2,176932,239030,200792,263034,20.1,51,17.7,45,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,110,410,-5.044298259047709,1.5324713484391328
2023-2024,NJ,Tinton Falls School District,NJ-255185,3416200,658 Tinton Avenue,NA,NA,Tinton Falls,07724,http://www.tfschools.org,Yes,PK,08,9500000US3416200,"Tinton Falls Borough School District, NJ",1.4,1.3,20.8,15.4,8,31.5,21.5,97.3,53,63.2,57.2,5.9,5.6,3.1,32.7,33.4,25.2,16.4,2.17,3.01,9459,51.4,9.1,27.3,4.9,7.2,82.7,10,0.6,8,1.5,4.8,17.5,104429,143334,163184,193793,16,39.1,11.5,25.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,228,393,-1.4892437287136,1.8982433637418232
2023-2024,NJ,Totowa Public School District,NJ-315200,3416260,294 Totowa Road,NA,NA,Totowa,07512,http://www.totowa.k12.nj.us,Yes,PK,08,9500000US3416260,"Totowa Borough School District, NJ",3,4,31,18.9,7.6,25.1,10.5,93,35.6,67,60.1,5.4,6.3,3.8,51.1,19.3,19.5,22.5,2.84,3.21,3860,42.2,14.1,28,5.6,10.1,88.9,4.7,0.3,3.5,0,17.3,23,112097,144604,117989,146081,18.2,22.1,14.8,22.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,206,94,0.705739713997045,-0.14239590334708258
2023-2024,NJ,Tuckerton Borough School District,NJ-295220,3416320,217 Marine Street,NA,NA,Tuckerton,08087,http://www.tesnj.com,Yes,PK,06,9500000US3416320,"Tuckerton Borough School District, NJ",1.5,4,26.8,20.4,8.8,27.2,11.4,94.6,38.6,63.2,64.5,8.7,15.1,0,19.7,30.2,34.9,12.2,2.3,3.04,1790,40.6,13.3,27.4,9.5,9.3,97.2,1.6,0.2,2.7,1,5.2,18.9,80957,101557,94648,130774,13.2,17.5,10.4,9.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,377,408,1.8221795370495208,2.8993596068726646
2023-2024,NJ,Union Beach Public School District,NJ-255230,3416350,1207 Florence Ave,NA,NA,Union Beach,07735,http://www.unionbeachschools.org,Yes,PK,08,9700000US3416350,"Union Beach Borough School District, NJ",1.9,3.8,26.7,22.6,9.4,21.9,13.8,94.4,35.7,76.2,70.3,3.6,7.4,3.5,30.8,22.1,36.1,19.4,2.89,3.27,2221,39.2,9.4,24.8,9,17.6,90.3,3,0.6,1.4,0,11,16.2,124828,148210,143077,165320,10.1,36.2,12,29.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,237,451,0.5594701766622909,0.756065903864886
2023-2024,NJ,Union Township School District,NJ-195270,3416440,149 Perryville Road,NA,NA,Hampton,08827,http://www.uniontwpschool.org,Yes,PK,08,9500000US3416440,"Union Township School District, NJ",3.4,2.4,25.1,11.5,10.3,30.2,16.9,94.1,47.2,57,52.6,7.5,2.4,4.5,33.7,33.7,25.7,18.7,2.45,2.88,2368,57.1,8.6,20.7,6.7,7,88.6,4.5,0.3,5.8,0,2.9,15.4,118370,147087,134083,170767,19.6,25.5,14,22.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,244,361,-1.014331839772573,2.2382146716657276
2023-2024,NJ,Upper Deerfield Township School District,NJ-115300,3416530,1385 Highway 77,NA,NA,Seabrook,08302,http://www.udts.org,Yes,PK,08,9500000US3416530,"Upper Deerfield Township School District, NJ",6.2,8.8,46.6,14.3,6.5,11.6,5.9,85,17.6,64.8,56.8,9.3,12.4,2.9,36.7,26.7,21.3,15,2.69,3.07,3077,29.8,18.4,25.3,8.5,18,72.7,17,2.2,6,0,6.3,22.9,74823,92528,87308,105106,14.6,6.4,9.9,6.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,461,330,4.905252984611157,-0.7753839641070337
